shipment_id,cargo_weight,shipment_priority,shc,customs_status,inspection_required,clearance_type,documentation_status,payment_status,consignee_name,consignee_behavior,staff_availability,truck_availability,packaging_condition,warehouse_load_percentage,flight_delay_hours,arrival_datetime,release_datetime,dwell_time_hours
SHIP_105632,3516.07,Critical,EAT,Hold,0,Manual,Incomplete,Pending,Prime Retail Imports,Cooperative,84,Available,Good,22.2,6.72,2025-02-20 09:00:00,2025-02-22 12:00:00,51
SHIP_113126,789.07,Low,VAL,Pending,0,Automatic,Complete,Paid,AeroTech Solutions,Cooperative,24,Available,Damaged,70.28,7.71,2025-02-18 05:07:00,2025-02-19 09:07:00,28
SHIP_104381,3920.38,High,AVI,Hold,1,Automatic,Missing,Paid,FreshFoods Exports,Delayed Response,70,Available,Good,39.58,2.26,2025-02-17 20:08:00,2025-02-20 22:08:00,74
SHIP_115185,936.78,High,VAL,Under Inspection,1,Manual,Complete,Paid,AeroTech Solutions,Delayed Response,86,Available,Good,30.93,2.02,2025-02-19 22:57:00,2025-02-21 11:57:00,37
SHIP_104712,2336.74,Medium,DGR,Under Inspection,0,Manual,Complete,Paid,ABC Pharma Ltd,Cooperative,94,Available,Damaged,72.22,19.39,2025-02-20 01:36:00,2025-02-21 06:36:00,29
SHIP_103263,3054.34,Medium,AVI,Under Inspection,0,Automatic,Missing,Paid,Skyline Traders,Cooperative,37,Delayed,Good,94.93,11.11,2025-02-20 20:41:00,2025-02-23 11:41:00,63
SHIP_101883,2065.6,Critical,DGR,Hold,0,Automatic,Missing,Overdue,ABC Pharma Ltd,Non-Compliant,77,Available,Damaged,91.14,7.49,2025-02-17 21:02:00,2025-02-21 16:02:00,91
SHIP_110717,1208.54,Critical,DGR,Hold,0,Automatic,Incomplete,Overdue,Skyline Traders,Cooperative,30,Available,Good,37.35,15.54,2025-02-20 09:03:00,2025-02-23 01:03:00,64
SHIP_100757,117.98,High,AVI,Under Inspection,1,Manual,Missing,Paid,MedSupply International,Cooperative,95,Available,Damaged,85.23,21.34,2025-02-21 14:45:00,2025-02-24 13:45:00,71
SHIP_106740,947.28,Low,EAT,Under Inspection,0,Manual,Complete,Pending,ABC Pharma Ltd,Average,59,Available,Needs Repacking,91.53,12.44,2025-02-20 13:28:00,2025-02-22 20:28:00,55
SHIP_104223,192.25,Critical,EAT,Pending,0,Manual,Complete,Paid,ABC Pharma Ltd,Cooperative,43,Available,Good,60.28,4.93,2025-02-20 11:24:00,2025-02-21 07:24:00,20
SHIP_117636,4226.79,Critical,PER,Pending,0,Manual,Complete,Pending,CargoLink Pvt Ltd,Cooperative,50,Available,Good,32.19,23.71,2025-02-19 07:30:00,2025-02-20 05:30:00,22
SHIP_107483,846.74,High,GEN,Cleared,0,Manual,Complete,Paid,AeroTech Solutions,Average,34,Available,Good,78.17,15.39,2025-02-19 12:45:00,2025-02-19 22:45:00,10
SHIP_102557,851.18,Medium,AVI,Pending,0,Manual,Incomplete,Overdue,AeroTech Solutions,Average,35,Available,Good,42.12,3.09,2025-02-20 23:20:00,2025-02-23 11:20:00,60
SHIP_108728,830.95,Medium,VAL,Cleared,0,Automatic,Complete,Overdue,AeroTech Solutions,Average,73,Delayed,Good,78.71,22.21,2025-02-19 19:32:00,2025-02-21 23:32:00,52
SHIP_101970,4256.1,Medium,VAL,Hold,0,Manual,Incomplete,Overdue,Skyline Traders,Cooperative,97,Available,Good,93.99,5.48,2025-02-21 14:33:00,2025-02-24 12:33:00,70
SHIP_103520,2584.88,Medium,EAT,Under Inspection,0,Automatic,Incomplete,Paid,DHL Logistics,Delayed Response,44,Delayed,Good,61.14,5.24,2025-02-20 16:48:00,2025-02-22 20:48:00,52
SHIP_118421,389.62,Medium,AVI,Pending,0,Automatic,Incomplete,Overdue,MedSupply International,Average,71,Available,Damaged,30.27,14.76,2025-02-21 06:17:00,2025-02-23 23:17:00,65
SHIP_108187,1524.48,Medium,DGR,Hold,0,Automatic,Complete,Paid,MedSupply International,Average,98,Delayed,Good,64.63,19.59,2025-02-20 20:30:00,2025-02-22 12:30:00,40
SHIP_105151,1678.36,High,DGR,Under Inspection,0,Automatic,Missing,Pending,DHL Logistics,Average,34,Delayed,Needs Repacking,84.29,18.23,2025-02-21 01:41:00,2025-02-24 19:41:00,90
SHIP_109731,4404.75,Critical,AVI,Hold,0,Manual,Complete,Pending,Prime Retail Imports,Average,92,Available,Good,52.98,18.63,2025-02-20 10:18:00,2025-02-22 07:18:00,45
SHIP_111676,2864.65,Medium,VAL,Pending,0,Automatic,Incomplete,Overdue,Skyline Traders,Delayed Response,42,Available,Good,32.46,10.38,2025-02-20 13:54:00,2025-02-22 20:54:00,55
SHIP_100085,2552.26,High,VAL,Under Inspection,0,Manual,Incomplete,Pending,MedSupply International,Delayed Response,86,Available,Good,72.22,5.72,2025-02-21 07:31:00,2025-02-23 03:31:00,44
SHIP_110212,2872.97,High,EAT,Hold,1,Automatic,Complete,Overdue,Global Electronics Pvt Ltd,Average,31,Available,Good,63.74,18.37,2025-02-19 13:48:00,2025-02-22 10:48:00,69
SHIP_102542,335.24,Critical,VAL,Pending,1,Manual,Complete,Overdue,DHL Logistics,Cooperative,71,Not Available,Damaged,50.25,22.77,2025-02-20 21:15:00,2025-02-24 14:15:00,89
SHIP_113577,4245.24,Critical,AVI,Hold,1,Automatic,Complete,Pending,Global Electronics Pvt Ltd,Average,98,Available,Needs Repacking,29.46,22.81,2025-02-21 17:02:00,2025-02-24 18:02:00,73
SHIP_104364,158.27,Low,AVI,Hold,1,Manual,Incomplete,Pending,Secure Freight Systems,Cooperative,24,Delayed,Good,52.53,21.19,2025-02-21 21:14:00,2025-02-25 08:14:00,83
SHIP_104742,1268.33,Critical,PER,Hold,1,Automatic,Incomplete,Pending,FreshFoods Exports,Non-Compliant,84,Delayed,Good,61.27,17.81,2025-02-21 15:15:00,2025-02-25 01:15:00,82
SHIP_118891,3731.4,Critical,PER,Pending,0,Automatic,Incomplete,Pending,ABC Pharma Ltd,Average,90,Not Available,Damaged,88.43,18.54,2025-02-21 11:32:00,2025-02-24 05:32:00,66
SHIP_101887,2923.81,Medium,VAL,Pending,0,Manual,Incomplete,Paid,ABC Pharma Ltd,Average,97,Available,Good,51.99,9.94,2025-02-20 14:06:00,2025-02-22 06:06:00,40
SHIP_108892,3073.61,Critical,VAL,Pending,1,Automatic,Incomplete,Overdue,Skyline Traders,Average,93,Available,Good,98.11,10.74,2025-02-21 13:05:00,2025-02-23 19:05:00,54
SHIP_107370,4661.21,High,EAT,Under Inspection,1,Automatic,Missing,Pending,Prime Retail Imports,Cooperative,71,Delayed,Good,91.88,23.59,2025-02-22 10:55:00,2025-02-25 16:55:00,78
SHIP_108279,234.67,Critical,VAL,Pending,0,Manual,Incomplete,Paid,FreshFoods Exports,Delayed Response,85,Available,Damaged,58.75,20.48,2025-02-20 01:57:00,2025-02-21 07:57:00,30
SHIP_115738,2975.99,Critical,DGR,Hold,0,Manual,Complete,Paid,CargoLink Pvt Ltd,Non-Compliant,36,Available,Good,96.15,9.29,2025-02-17 22:59:00,2025-02-18 22:59:00,24
SHIP_113765,3941.46,Low,EAT,Under Inspection,0,Automatic,Complete,Paid,AeroTech Solutions,Average,50,Delayed,Good,31.31,18.54,2025-02-20 12:16:00,2025-02-21 21:16:00,33
SHIP_100814,182.05,Low,DGR,Pending,0,Automatic,Missing,Paid,AeroTech Solutions,Average,50,Available,Good,78.5,20.93,2025-02-19 05:52:00,2025-02-21 04:52:00,47
SHIP_114003,2013.45,Medium,GEN,Hold,0,Automatic,Incomplete,Overdue,Prime Retail Imports,Average,52,Available,Good,32.0,1.62,2025-02-21 21:19:00,2025-02-24 18:19:00,69
SHIP_115267,2221.93,Medium,GEN,Under Inspection,0,Automatic,Missing,Pending,MedSupply International,Cooperative,82,Available,Damaged,93.86,21.77,2025-02-22 08:08:00,2025-02-25 09:08:00,73
SHIP_106511,4435.94,High,PER,Hold,0,Automatic,Complete,Overdue,MedSupply International,Cooperative,98,Available,Good,41.67,5.76,2025-02-18 07:25:00,2025-02-20 17:25:00,58
SHIP_107108,1971.83,High,AVI,Pending,0,Manual,Incomplete,Overdue,Global Electronics Pvt Ltd,Delayed Response,81,Not Available,Good,77.78,5.7,2025-02-23 04:35:00,2025-02-26 05:35:00,73
SHIP_108292,4531.46,High,EAT,Pending,0,Manual,Missing,Paid,AeroTech Solutions,Average,86,Available,Good,36.01,20.38,2025-02-18 12:45:00,2025-02-20 00:45:00,36
SHIP_110843,4154.81,Medium,DGR,Pending,1,Automatic,Incomplete,Paid,AeroTech Solutions,Average,40,Available,Damaged,85.88,8.08,2025-02-21 03:10:00,2025-02-23 10:10:00,55
SHIP_105123,2824.13,Critical,PER,Under Inspection,0,Manual,Complete,Overdue,AeroTech Solutions,Average,52,Available,Needs Repacking,21.48,15.03,2025-02-21 17:21:00,2025-02-24 16:21:00,71
SHIP_112690,3710.77,Critical,AVI,Under Inspection,0,Manual,Complete,Paid,DHL Logistics,Average,85,Available,Damaged,46.96,7.31,2025-02-20 20:45:00,2025-02-21 23:45:00,27
SHIP_103316,2071.3,Low,DGR,Pending,0,Manual,Incomplete,Overdue,AeroTech Solutions,Cooperative,44,Delayed,Damaged,67.69,19.34,2025-02-22 16:21:00,2025-02-26 06:21:00,86
SHIP_113211,4658.53,Critical,VAL,Pending,0,Automatic,Missing,Paid,ABC Pharma Ltd,Average,97,Available,Good,55.86,9.44,2025-02-17 18:34:00,2025-02-19 05:34:00,35
SHIP_100036,242.87,Low,GEN,Pending,0,Manual,Incomplete,Pending,Prime Retail Imports,Average,27,Available,Needs Repacking,87.59,0.56,2025-02-22 06:40:00,2025-02-24 22:40:00,64
SHIP_116197,2936.94,High,VAL,Cleared,0,Manual,Complete,Pending,ABC Pharma Ltd,Average,54,Available,Good,72.43,15.58,2025-02-20 22:43:00,2025-02-21 16:43:00,18
SHIP_115886,3840.3,Critical,AVI,Under Inspection,0,Manual,Complete,Pending,Global Electronics Pvt Ltd,Cooperative,82,Available,Damaged,49.62,21.64,2025-02-21 02:05:00,2025-02-22 09:05:00,31
SHIP_107684,477.5,Medium,EAT,Under Inspection,0,Manual,Incomplete,Paid,Prime Retail Imports,Delayed Response,41,Available,Good,27.46,17.39,2025-02-21 11:27:00,2025-02-23 11:27:00,48
SHIP_102659,2721.26,High,GEN,Hold,0,Manual,Incomplete,Overdue,Skyline Traders,Average,89,Not Available,Good,35.74,3.23,2025-02-22 13:40:00,2025-02-26 19:40:00,102
SHIP_113486,310.17,High,EAT,Pending,0,Automatic,Incomplete,Paid,DHL Logistics,Average,46,Delayed,Good,58.79,16.16,2025-02-21 17:47:00,2025-02-23 04:47:00,35
SHIP_109637,1288.41,Low,AVI,Pending,0,Manual,Missing,Paid,ABC Pharma Ltd,Cooperative,86,Available,Good,30.45,11.24,2025-02-17 13:44:00,2025-02-19 08:44:00,43
SHIP_103889,4804.63,Critical,VAL,Under Inspection,1,Manual,Complete,Overdue,FreshFoods Exports,Average,87,Delayed,Damaged,30.6,21.36,2025-02-22 22:39:00,2025-02-26 01:39:00,75
SHIP_117947,2960.42,Medium,PER,Pending,0,Manual,Complete,Pending,AeroTech Solutions,Average,38,Not Available,Good,32.51,21.37,2025-02-22 12:11:00,2025-02-25 00:11:00,60
SHIP_107036,1739.23,Critical,GEN,Hold,0,Automatic,Missing,Paid,ABC Pharma Ltd,Average,78,Delayed,Needs Repacking,57.65,10.47,2025-02-23 03:58:00,2025-02-26 11:58:00,80
SHIP_114878,1309.73,High,PER,Hold,1,Automatic,Missing,Pending,AeroTech Solutions,Average,57,Available,Good,23.07,14.23,2025-02-22 13:42:00,2025-02-26 05:42:00,88
SHIP_101527,2839.71,Critical,VAL,Hold,1,Manual,Complete,Paid,CargoLink Pvt Ltd,Cooperative,60,Delayed,Damaged,89.73,7.41,2025-02-22 15:06:00,2025-02-24 21:06:00,54
SHIP_100980,4966.47,Low,PER,Cleared,0,Automatic,Complete,Pending,FreshFoods Exports,Cooperative,91,Delayed,Good,69.55,5.57,2025-02-21 20:27:00,2025-02-23 05:27:00,33
SHIP_113851,3255.62,Low,EAT,Pending,0,Manual,Incomplete,Overdue,DHL Logistics,Average,50,Delayed,Good,48.71,16.96,2025-02-22 15:28:00,2025-02-25 01:28:00,58
SHIP_108603,2296.15,Medium,VAL,Hold,0,Automatic,Missing,Paid,Global Electronics Pvt Ltd,Cooperative,37,Available,Needs Repacking,31.71,1.9,2025-02-22 14:32:00,2025-02-25 19:32:00,77
SHIP_111074,3569.94,Critical,GEN,Under Inspection,0,Manual,Complete,Paid,AeroTech Solutions,Average,61,Available,Good,62.73,8.04,2025-02-21 03:43:00,2025-02-21 21:43:00,18
SHIP_110142,1346.41,High,EAT,Hold,0,Automatic,Incomplete,Paid,AeroTech Solutions,Average,82,Delayed,Good,26.33,13.76,2025-02-21 18:53:00,2025-02-24 04:53:00,58
SHIP_112022,652.49,Critical,EAT,Hold,0,Manual,Missing,Overdue,ABC Pharma Ltd,Non-Compliant,88,Delayed,Good,20.17,7.43,2025-02-23 14:26:00,2025-02-27 02:26:00,84
SHIP_111480,1432.53,High,PER,Pending,0,Automatic,Incomplete,Pending,DHL Logistics,Cooperative,57,Available,Good,91.87,4.31,2025-02-20 23:37:00,2025-02-22 16:37:00,41
SHIP_104164,693.48,Critical,AVI,Pending,0,Manual,Incomplete,Paid,Global Electronics Pvt Ltd,Average,38,Available,Damaged,70.9,13.6,2025-02-21 19:52:00,2025-02-23 04:52:00,33
SHIP_106632,4052.89,Medium,EAT,Hold,1,Automatic,Complete,Pending,Skyline Traders,Cooperative,64,Delayed,Good,69.72,15.51,2025-02-22 03:39:00,2025-02-25 17:39:00,86
SHIP_102135,3421.59,Critical,DGR,Pending,1,Automatic,Missing,Pending,Prime Retail Imports,Cooperative,85,Available,Damaged,99.97,18.67,2025-02-23 21:19:00,2025-02-27 12:19:00,87
SHIP_107267,2746.52,Critical,DGR,Under Inspection,1,Automatic,Complete,Overdue,Prime Retail Imports,Cooperative,68,Delayed,Good,57.33,2.01,2025-02-23 14:43:00,2025-02-26 08:43:00,66
SHIP_119190,2981.62,High,VAL,Pending,1,Automatic,Incomplete,Pending,Global Electronics Pvt Ltd,Delayed Response,74,Available,Good,83.87,13.15,2025-02-22 18:34:00,2025-02-24 21:34:00,51
SHIP_105767,3203.34,High,EAT,Hold,0,Manual,Complete,Overdue,AeroTech Solutions,Cooperative,38,Available,Good,24.57,18.63,2025-02-19 05:39:00,2025-02-22 02:39:00,69
SHIP_111810,2662.1,Low,PER,Hold,0,Automatic,Incomplete,Paid,ABC Pharma Ltd,Cooperative,35,Available,Needs Repacking,75.79,15.96,2025-02-23 17:41:00,2025-02-26 10:41:00,65
SHIP_116699,1124.77,High,AVI,Pending,0,Automatic,Complete,Paid,FreshFoods Exports,Average,49,Available,Good,75.8,21.55,2025-02-20 09:11:00,2025-02-21 04:11:00,19
SHIP_104111,1040.44,Low,DGR,Hold,0,Automatic,Missing,Pending,Prime Retail Imports,Cooperative,32,Available,Good,91.74,0.64,2025-02-23 13:52:00,2025-02-26 18:52:00,77
SHIP_106922,4096.29,High,VAL,Pending,0,Automatic,Missing,Paid,Global Electronics Pvt Ltd,Cooperative,98,Available,Good,73.2,6.74,2025-02-19 11:06:00,2025-02-21 09:06:00,46
SHIP_114002,3417.65,High,PER,Cleared,0,Automatic,Complete,Overdue,Prime Retail Imports,Non-Compliant,66,Available,Good,92.82,4.52,2025-02-18 16:07:00,2025-02-19 20:07:00,28
SHIP_102172,2637.89,Critical,AVI,Pending,0,Automatic,Incomplete,Pending,ABC Pharma Ltd,Cooperative,24,Available,Good,45.81,10.32,2025-02-22 10:48:00,2025-02-23 20:48:00,34
SHIP_113494,374.2,Low,VAL,Pending,0,Automatic,Complete,Overdue,Global Electronics Pvt Ltd,Cooperative,57,Available,Good,45.68,8.78,2025-02-21 11:57:00,2025-02-23 06:57:00,43
SHIP_118354,2982.7,Critical,PER,Under Inspection,0,Automatic,Complete,Paid,Global Electronics Pvt Ltd,Cooperative,96,Delayed,Damaged,43.4,1.86,2025-02-22 15:12:00,2025-02-23 23:12:00,32
SHIP_111824,920.46,High,PER,Pending,0,Manual,Incomplete,Overdue,ABC Pharma Ltd,Cooperative,42,Available,Good,97.81,3.35,2025-02-22 16:31:00,2025-02-24 21:31:00,53
SHIP_100019,3643.48,Low,EAT,Hold,1,Automatic,Missing,Paid,FreshFoods Exports,Average,73,Available,Damaged,71.36,2.02,2025-02-20 08:39:00,2025-02-23 17:39:00,81
SHIP_106418,3132.76,High,VAL,Under Inspection,1,Manual,Incomplete,Overdue,MedSupply International,Cooperative,89,Available,Good,69.07,13.13,2025-02-24 06:44:00,2025-02-26 23:44:00,65
SHIP_104893,2997.64,Low,DGR,Pending,0,Automatic,Missing,Overdue,DHL Logistics,Cooperative,26,Delayed,Damaged,30.48,22.95,2025-02-25 06:51:00,2025-02-28 12:51:00,78
SHIP_100859,481.06,Critical,EAT,Hold,0,Manual,Missing,Pending,ABC Pharma Ltd,Delayed Response,52,Available,Needs Repacking,76.75,14.07,2025-02-24 20:31:00,2025-02-28 22:31:00,98
SHIP_111842,1488.26,Medium,PER,Pending,0,Automatic,Missing,Paid,ABC Pharma Ltd,Cooperative,61,Available,Good,47.58,17.14,2025-02-21 11:29:00,2025-02-23 07:29:00,44
SHIP_101379,918.29,High,PER,Hold,0,Automatic,Missing,Overdue,AeroTech Solutions,Average,54,Delayed,Good,61.24,3.2,2025-02-23 21:38:00,2025-02-27 23:38:00,98
SHIP_104875,3603.62,Low,GEN,Hold,1,Manual,Complete,Paid,DHL Logistics,Cooperative,40,Available,Good,44.08,9.08,2025-02-19 10:46:00,2025-02-21 12:46:00,50
SHIP_112825,919.77,Low,PER,Pending,0,Automatic,Missing,Pending,Skyline Traders,Average,35,Delayed,Good,42.13,9.59,2025-02-23 08:02:00,2025-02-26 05:02:00,69
SHIP_119644,2957.5,Medium,GEN,Hold,0,Automatic,Missing,Pending,DHL Logistics,Delayed Response,52,Available,Damaged,47.58,0.45,2025-02-24 00:21:00,2025-02-27 17:21:00,89
SHIP_112232,2582.03,Medium,DGR,Cleared,0,Manual,Complete,Paid,Skyline Traders,Cooperative,56,Available,Good,61.52,8.11,2025-02-23 05:43:00,2025-02-23 18:43:00,13
SHIP_111314,1392.97,Medium,PER,Pending,0,Automatic,Complete,Pending,Global Electronics Pvt Ltd,Cooperative,60,Available,Good,95.74,2.89,2025-02-21 17:40:00,2025-02-23 07:40:00,38
SHIP_116920,2365.92,Low,PER,Pending,0,Automatic,Complete,Overdue,DHL Logistics,Average,79,Available,Good,49.82,0.93,2025-02-21 01:48:00,2025-02-22 18:48:00,41
SHIP_118170,4268.43,Critical,AVI,Under Inspection,1,Manual,Incomplete,Paid,AeroTech Solutions,Average,32,Available,Needs Repacking,60.52,11.18,2025-02-23 05:22:00,2025-02-25 18:22:00,61
SHIP_103692,1393.77,Critical,VAL,Under Inspection,1,Automatic,Incomplete,Paid,MedSupply International,Average,87,Available,Good,80.38,11.54,2025-02-23 21:00:00,2025-02-25 11:00:00,38
SHIP_113837,1451.88,Medium,PER,Pending,0,Automatic,Incomplete,Overdue,CargoLink Pvt Ltd,Cooperative,96,Delayed,Good,24.3,4.32,2025-02-23 14:00:00,2025-02-26 04:00:00,62
SHIP_110851,695.85,Critical,EAT,Under Inspection,0,Automatic,Missing,Pending,CargoLink Pvt Ltd,Cooperative,94,Delayed,Damaged,69.61,2.51,2025-02-23 22:29:00,2025-02-26 09:29:00,59
SHIP_118973,4494.03,High,DGR,Hold,0,Manual,Missing,Overdue,ABC Pharma Ltd,Delayed Response,60,Available,Good,78.35,18.22,2025-02-21 16:05:00,2025-02-24 11:05:00,67
SHIP_104161,2364.4,Critical,VAL,Cleared,0,Automatic,Complete,Overdue,DHL Logistics,Cooperative,24,Not Available,Good,46.7,22.45,2025-02-22 07:15:00,2025-02-23 22:15:00,39
SHIP_105293,1932.53,Medium,DGR,Pending,0,Automatic,Incomplete,Pending,AeroTech Solutions,Delayed Response,45,Delayed,Good,67.18,12.43,2025-02-23 13:43:00,2025-02-25 16:43:00,51
SHIP_114894,1887.75,Low,GEN,Pending,0,Manual,Missing,Pending,FreshFoods Exports,Cooperative,53,Not Available,Good,67.94,12.79,2025-02-24 22:49:00,2025-02-28 06:49:00,80
SHIP_109065,3596.19,Low,PER,Pending,1,Manual,Incomplete,Paid,ABC Pharma Ltd,Average,36,Available,Damaged,61.58,17.68,2025-02-23 18:39:00,2025-02-26 08:39:00,62
SHIP_101378,1482.43,Medium,EAT,Pending,0,Manual,Missing,Pending,Secure Freight Systems,Non-Compliant,33,Delayed,Good,86.36,14.47,2025-02-24 03:53:00,2025-02-26 15:53:00,60
SHIP_114944,210.81,High,DGR,Pending,0,Automatic,Incomplete,Pending,Global Electronics Pvt Ltd,Average,25,Not Available,Damaged,51.06,22.04,2025-02-25 00:13:00,2025-02-27 16:13:00,64
SHIP_103924,4995.89,Low,GEN,Pending,0,Automatic,Complete,Overdue,FreshFoods Exports,Average,73,Delayed,Needs Repacking,27.43,4.19,2025-02-24 03:19:00,2025-02-27 04:19:00,73
SHIP_107924,4555.62,Medium,DGR,Pending,0,Automatic,Incomplete,Overdue,DHL Logistics,Delayed Response,71,Available,Good,28.81,16.76,2025-02-23 20:40:00,2025-02-25 16:40:00,44
SHIP_115371,772.31,Critical,GEN,Hold,0,Manual,Missing,Pending,FreshFoods Exports,Average,70,Delayed,Needs Repacking,84.96,4.85,2025-02-25 10:10:00,2025-03-01 18:10:00,104
SHIP_119153,495.08,High,EAT,Hold,1,Automatic,Missing,Pending,FreshFoods Exports,Non-Compliant,91,Available,Good,83.71,10.75,2025-02-24 13:11:00,2025-02-27 23:11:00,82
SHIP_118105,2105.71,Low,DGR,Pending,0,Automatic,Missing,Pending,CargoLink Pvt Ltd,Average,22,Available,Good,47.34,1.88,2025-02-23 06:46:00,2025-02-26 02:46:00,68
SHIP_103749,1899.57,Medium,VAL,Under Inspection,0,Manual,Incomplete,Pending,Prime Retail Imports,Average,93,Available,Good,48.01,2.13,2025-02-23 08:13:00,2025-02-25 18:13:00,58
SHIP_118954,903.66,High,EAT,Hold,0,Automatic,Complete,Pending,Skyline Traders,Average,86,Available,Good,72.61,9.98,2025-02-23 05:48:00,2025-02-24 19:48:00,38
SHIP_113637,2750.39,Low,EAT,Hold,0,Manual,Complete,Paid,Global Electronics Pvt Ltd,Non-Compliant,25,Available,Good,56.87,22.92,2025-02-20 17:36:00,2025-02-22 06:36:00,37
SHIP_107247,2395.56,Medium,GEN,Hold,0,Automatic,Missing,Pending,AeroTech Solutions,Average,70,Available,Damaged,76.51,18.58,2025-02-24 23:00:00,2025-02-28 11:00:00,84
SHIP_105434,809.43,Low,VAL,Pending,0,Automatic,Incomplete,Paid,MedSupply International,Cooperative,46,Available,Needs Repacking,87.93,19.65,2025-02-24 15:39:00,2025-02-26 21:39:00,54
SHIP_114255,3317.76,Medium,VAL,Under Inspection,1,Automatic,Missing,Pending,Global Electronics Pvt Ltd,Average,79,Delayed,Good,98.04,10.12,2025-02-25 19:52:00,2025-03-01 15:52:00,92
SHIP_104562,2748.24,Medium,GEN,Hold,0,Manual,Missing,Overdue,Secure Freight Systems,Average,29,Not Available,Good,79.84,12.89,2025-02-22 15:16:00,2025-02-27 19:16:00,124
SHIP_112779,853.98,Low,PER,Cleared,0,Manual,Complete,Overdue,Global Electronics Pvt Ltd,Average,46,Available,Good,41.4,3.86,2025-02-21 21:23:00,2025-02-23 10:23:00,37
SHIP_107674,3053.1,Critical,EAT,Pending,0,Automatic,Complete,Pending,Secure Freight Systems,Delayed Response,80,Available,Needs Repacking,32.24,10.21,2025-02-24 08:44:00,2025-02-26 17:44:00,57
SHIP_108699,2050.98,Low,PER,Pending,1,Manual,Incomplete,Paid,Secure Freight Systems,Cooperative,86,Delayed,Good,52.73,18.79,2025-02-24 22:06:00,2025-02-27 10:06:00,60
SHIP_103262,72.12,Medium,AVI,Pending,1,Automatic,Incomplete,Pending,Global Electronics Pvt Ltd,Average,88,Delayed,Good,22.43,20.92,2025-02-24 13:18:00,2025-02-27 14:18:00,73
SHIP_104108,3489.98,Medium,DGR,Hold,0,Manual,Complete,Overdue,Global Electronics Pvt Ltd,Average,40,Available,Good,97.92,23.29,2025-02-23 01:20:00,2025-02-25 19:20:00,66
SHIP_116376,1587.71,Critical,VAL,Pending,0,Automatic,Missing,Pending,DHL Logistics,Average,92,Delayed,Good,26.74,6.56,2025-02-25 06:52:00,2025-02-28 01:52:00,67
SHIP_108342,2509.43,Low,DGR,Under Inspection,0,Manual,Complete,Pending,AeroTech Solutions,Delayed Response,61,Available,Good,54.27,21.28,2025-02-23 19:17:00,2025-02-25 05:17:00,34
SHIP_108492,3650.01,High,GEN,Under Inspection,1,Manual,Incomplete,Pending,CargoLink Pvt Ltd,Delayed Response,24,Delayed,Good,89.8,17.82,2025-02-25 06:20:00,2025-02-28 10:20:00,76
SHIP_103597,932.76,Critical,VAL,Pending,0,Automatic,Complete,Pending,Skyline Traders,Average,71,Available,Good,67.74,16.93,2025-02-23 01:28:00,2025-02-24 03:28:00,26
SHIP_109750,3637.66,High,VAL,Under Inspection,0,Automatic,Complete,Paid,ABC Pharma Ltd,Average,32,Delayed,Good,44.22,8.61,2025-02-24 08:58:00,2025-02-25 16:58:00,32
SHIP_111964,760.3,Critical,PER,Pending,1,Automatic,Incomplete,Overdue,Skyline Traders,Average,31,Available,Needs Repacking,50.92,16.39,2025-02-25 14:49:00,2025-03-01 09:49:00,91
SHIP_103539,2002.89,Low,GEN,Under Inspection,1,Automatic,Complete,Paid,AeroTech Solutions,Cooperative,63,Available,Good,99.65,10.66,2025-02-23 12:57:00,2025-02-25 04:57:00,40
SHIP_110668,1413.96,Low,EAT,Hold,1,Manual,Incomplete,Overdue,Global Electronics Pvt Ltd,Cooperative,60,Delayed,Good,92.94,12.61,2025-02-26 10:39:00,2025-03-02 06:39:00,92
SHIP_116971,475.94,Low,AVI,Pending,0,Automatic,Incomplete,Pending,Secure Freight Systems,Cooperative,88,Available,Needs Repacking,22.31,22.85,2025-02-24 05:27:00,2025-02-26 18:27:00,61
SHIP_103922,1900.46,High,EAT,Under Inspection,0,Automatic,Incomplete,Paid,CargoLink Pvt Ltd,Cooperative,26,Not Available,Good,44.16,16.09,2025-02-25 11:58:00,2025-02-27 15:58:00,52
SHIP_118972,3216.64,Critical,PER,Under Inspection,1,Automatic,Complete,Overdue,FreshFoods Exports,Average,81,Delayed,Good,82.27,12.66,2025-02-25 23:16:00,2025-02-28 09:16:00,58
SHIP_114457,4240.79,Low,EAT,Cleared,0,Manual,Complete,Paid,MedSupply International,Cooperative,50,Delayed,Good,92.64,4.07,2025-02-24 02:42:00,2025-02-25 03:42:00,25
SHIP_103969,4581.18,High,AVI,Under Inspection,1,Manual,Missing,Paid,Global Electronics Pvt Ltd,Cooperative,28,Available,Good,64.48,17.55,2025-02-25 09:56:00,2025-02-27 21:56:00,60
SHIP_102537,4956.58,Low,EAT,Under Inspection,1,Automatic,Complete,Paid,Global Electronics Pvt Ltd,Non-Compliant,73,Available,Needs Repacking,99.87,13.14,2025-02-25 04:00:00,2025-02-28 04:00:00,72
SHIP_104598,583.61,Critical,EAT,Pending,0,Manual,Incomplete,Pending,Global Electronics Pvt Ltd,Average,65,Available,Good,98.47,23.83,2025-02-24 13:33:00,2025-02-26 01:33:00,36
SHIP_110147,2126.14,Medium,VAL,Pending,0,Manual,Incomplete,Pending,DHL Logistics,Average,74,Available,Good,56.93,16.11,2025-02-24 21:50:00,2025-02-26 20:50:00,47
